mode,secondID,time,speed (m/s),lat,lon
grta,0,07:05:00,2.66110356343,33.78921509,-84.38778687
grta,1,07:05:01,2.66110356343,33.7892390828,-84.3877866106
grta,2,07:05:02,2.66110356343,33.7892630757,-84.3877863512
grta,3,07:05:03,2.66110356343,33.7892870685,-84.3877860918
grta,4,07:05:04,2.66110356343,33.7893110614,-84.3877858324
grta,5,07:05:05,2.66110356343,33.7893350542,-84.387785573
grta,6,07:05:06,2.66110356343,33.7893590471,-84.3877853136
grta,7,07:05:07,2.66110356343,33.7893830399,-84.3877850542
grta,8,07:05:08,2.66110356343,33.7894070328,-84.3877847948
grta,9,07:05:09,2.66110356343,33.7894310256,-84.3877845354
grta,10,07:05:10,2.66110356343,33.7894550185,-84.387784276
grta,11,07:05:11,2.66110356343,33.7894790113,-84.3877840166
grta,12,07:05:12,2.66110356343,33.7895030042,-84.3877837572
grta,13,07:05:13,2.66110356343,33.789526997,-84.3877834978
grta,14,07:05:14,2.66110356343,33.7895509899,-84.3877832384
grta,15,07:05:15,2.66110356343,33.7895749827,-84.387782979
grta,16,07:05:16,2.66110356343,33.7895989756,-84.3877827196
grta,17,07:05:17,2.66110356343,33.7896229684,-84.3877824602
grta,18,07:05:18,2.66110356343,33.7896469613,-84.3877822008
grta,19,07:05:19,2.66110356343,33.7896709541,-84.3877819414
grta,20,07:05:20,2.66110356343,33.789694947,-84.387781682
grta,21,07:05:21,2.66110356343,33.7897189398,-84.3877814226
grta,22,07:05:22,2.66110356343,33.7897429327,-84.3877811631
grta,23,07:05:23,2.66110356343,33.7897669255,-84.3877809037
grta,24,07:05:24,2.66110356343,33.7897909183,-84.3877806443
grta,25,07:05:25,2.66110356343,33.7898149112,-84.3877803849
grta,26,07:05:26,2.66110356343,33.789838904,-84.3877801255
grta,27,07:05:27,2.66110356343,33.7898628969,-84.3877798661
grta,28,07:05:28,2.66110356343,33.7898868897,-84.3877796067
grta,29,07:05:29,2.66110356343,33.7899108826,-84.3877793473
grta,30,07:05:30,2.66110356343,33.7899348748,-84.3877790219
grta,31,07:05:31,2.66110356343,33.7899588666,-84.3877786499
grta,32,07:05:32,2.66110356343,33.7899828584,-84.3877782779
grta,33,07:05:33,2.66110356343,33.7900068503,-84.3877779059
