mode,secondID,time,speed (m/s),lat,lon
grta,0,09:02:28,2.55818938893,33.77702332,-84.38877869
grta,1,09:02:29,2.55818938893,33.7770002541,-84.38877869
grta,2,09:02:30,2.55818938893,33.7769771881,-84.38877869
grta,3,09:02:31,2.55818938893,33.7769541222,-84.38877869
grta,4,09:02:32,2.55818938893,33.7769310562,-84.38877869
grta,5,09:02:33,2.55818938893,33.7769079903,-84.38877869
grta,6,09:02:34,2.55818938893,33.7768849243,-84.38877869
grta,7,09:02:35,2.55818938893,33.7768618584,-84.38877869
grta,8,09:02:36,2.55818938893,33.7768387924,-84.38877869
grta,9,09:02:37,2.55818938893,33.7768157364,-84.3887794554
grta,10,09:02:38,2.55818938893,33.7767926814,-84.3887803093
grta,11,09:02:39,2.55818938893,33.7767696265,-84.3887811632
grta,12,09:02:40,2.55818938893,33.7767465716,-84.3887820171
grta,13,09:02:41,2.55818938893,33.7767235167,-84.3887828711
grta,14,09:02:42,2.55818938893,33.7767004618,-84.388783725
grta,15,09:02:43,2.55818938893,33.7766774068,-84.3887845789
grta,16,09:02:44,2.55818938893,33.7766543519,-84.3887854328
grta,17,09:02:45,2.55818938893,33.776631297,-84.3887862868
grta,18,09:02:46,2.55818938893,33.7766082323,-84.3887865486
grta,19,09:02:47,2.55818938893,33.7765851672,-84.3887867864
grta,20,09:02:48,2.55818938893,33.7765621021,-84.3887870242
grta,21,09:02:49,2.55818938893,33.776539037,-84.388787262
grta,22,09:02:50,2.55818938893,33.7765159719,-84.3887874998
grta,23,09:02:51,2.55818938893,33.7764929068,-84.3887877376
grta,24,09:02:52,2.55818938893,33.7764698417,-84.3887879754
grta,25,09:02:53,2.55818938893,33.7764467766,-84.3887882132
grta,26,09:02:54,2.55818938893,33.7764237116,-84.388788451
grta,27,09:02:55,2.55818938893,33.7764006465,-84.3887886888
grta,28,09:02:56,2.55818938893,33.7763775814,-84.3887889266
grta,29,09:02:57,2.55818938893,33.7763545163,-84.3887891644
grta,30,09:02:58,2.55818938893,33.7763314512,-84.3887894022
grta,31,09:02:59,2.55818938893,33.7763083861,-84.38878964
grta,32,09:03:00,2.55818938893,33.776285321,-84.3887898778
grta,33,09:03:01,2.55818938893,33.7762622559,-84.3887901156
grta,34,09:03:02,2.55818938893,33.7762391908,-84.3887903534
