stops_link,distance
99029_99031,0.1807
131042_131152,0.2216
79334_79094,0.6554
99972132_99973403,0.1531
59338_59371,0.1741
99973237_99972594,0.675
113005_113174,0.156
115136_99972175,0.1401
99970032_74022,0.2293
74066_99971917,1.1795
67157_67158,0.2093
99971922_99971923,0.1365
99973371_99973368,0.2971
60114_60116,0.2219
99971007_99971006,0.3432
99971177_57010,0.1641
137008_137006,0.2111
99972187_153108,0.3473
99972066_99972239,0.1591
121062_121063,0.1913
99970049_99970050,0.201
108140_108012,0.3096
153096_153094,0.1514
77554_77404,0.2701
66183_99973394,0.2154
99971988_106452,0.108
78126_78124,0.2241
52080_52076,0.2128
121136_122320,0.2984
92154_92156,0.155
71013_71014,0.1426
69160_69162,0.3127
99292_99290,0.131
113032_113036,0.2764
999777_999778,0.1244
281_134,1.0464
95080_95076,0.3792
145024_145026,0.1725
146244_146242,0.1823
21011_21018,0.1802
99973054_99973055,0.609
100160_100040,0.159
78174_78172,0.1376
151148_151040,0.2866
122316_122318,0.2394
51064_51066,0.1991
122410_122032,0.1624
176124_176088,0.9449
82110_82141,0.3087
21112_21044,0.1445
120054_120056,0.1955
126082_126084,0.168
108006_108008,0.1613
67170_67166,0.2104
83095_83100,0.1601
99972602_99972603,0.6076
77100_77102,0.1312
99971317_99971318,0.4308
158424_158160,0.2903
99972289_15054,0.1141
99104_99102,0.1948
82180_82181,0.101
111034_111015,0.5693
67162_67284,0.15
78020_78022,0.182
176152_176058,0.1621
146284_146286,0.139
107222_107220,0.2497
137009_137066,0.2011
145302_99972971,0.1994
150160_150048,0.2146
99972360_26050,0.2392
106104_106134,0.1734
106426_106424,0.191
98206_99973280,0.252
100130_100126,0.1402
88005_88076,0.493
130004_130034,0.1003
66324_66608,0.9528
79306_79308,0.113
21029_21954,0.4277
190012_99973212,0.7974
128026_128028,0.1554
149070_149011,0.0911
99370_99372,0.1627
107298_999790,0.1486
39190_39062,0.1957
87094_73192,0.3301
97074_97066,0.1683
99970504_99972115,0.2346
99972434_99972435,0.2138
99970438_99970439,0.2714
126096_126097,0.23
99972560_99972561,0.3327
99380_99381,0.1195
71152_71146,0.3224
99973367_99973369,0.5197
99973030_99973031,0.316
63020_63023,0.388
61204_61002,0.2691
99972104_102526,0.3306
146330_146900,1.0579
37088_41158,0.2891
66005_66300,0.6053
68038_68042,0.3139
81126_82011,0.1334
146050_146052,0.2679
71208_71344,0.1746
44024_44022,0.2238
183006_191003,3.2445
81144_81137,0.1182
132054_132114,0.3396
193024_184005,0.6763
99972963_99972960,0.2612
99973349_99972942,0.3874
86133_86096,0.5977
105006_770368,0.191
80124_80126,0.096
113165_113166,0.1172
80340_80398,0.3459
16018_99971263,0.2001
184036_184056,0.1877
107324_99971775,0.189
53058_53900,0.7098
55064_55202,0.1906
148020_148022,0.116
100067_100069,0.109
106094_106096,0.1923
99900_99475,0.3042
99402_99403,0.1403
122328_122348,0.206
39002_99970676,0.354
146102_146104,0.1891
99972185_99972186,0.0954
125218_125214,0.1591
184010_184096,0.3389
69386_69068,0.1365
99972699_99972700,1.225
99971851_99971852,0.2505
99972687_99972688,0.2597
99969873_73132,0.2951
146349_146186,0.2149
175014_176194,0.3781
35038_35040,0.1013
77350_96076,0.4534
99971957_99969968,0.3421
92134_92132,0.139
64028_64030,0.3074
122372_122374,0.1878
92088_92090,0.122
106066_106068,0.148
99972951_99972952,0.2999
136901_999810,0.5986
93197_102310,0.1636
820_1118,1.3297
122052_122376,0.1848
77104_77306,0.2441
99972503_99972504,0.6423
99973098_99973099,0.2964
68225_66578,0.1541
122280_122282,0.2214
166205_99970724,0.3403
99972215_999992,0.6892
121094_121096,0.2098
39078_39080,0.1421
53026_53028,0.2397
115018_115154,0.1832
122114_122116,0.1471
85521_771688,0.2151
74059_99971029,0.1623
145100_145102,0.126
94022_94160,0.2742
72092_73026,0.2109
86568_107088,0.1172
99973147_128104,0.2122
127036_127033,0.2951
99972847_99972703,0.2286
158412_158414,0.4269
99972236_131056,0.3918
20024_20026,0.1681
118018_118005,0.556
48066_48068,0.2288
166166_166162,0.2572
145080_145082,0.2025
94077_94082,0.29
44064_44066,0.2987
144094_144096,0.2399
99403_99404,0.1707
99972679_99972684,1.0872
41036_41037,0.3084
99971314_99971315,0.2291
129236_106136,0.2621
131075_131136,0.1197
99970975_99972323,0.9041
106058_106022,0.088
99971131_150060,0.1222
122176_122178,0.2043
200018_99972433,0.8128
144006_99969960,0.2093
191003_191004,0.181
53096_53092,0.1422
77060_77058,0.2388
99972771_99973178,0.7619
192004_192010,0.5702
103084_102172,0.418
68346_68348,0.3959
72114_72034,0.386
73138_73140,0.1499
99970470_99970472,0.4355
121032_121036,0.3591
58014_58016,0.2333
74024_75002,0.3889
94080_94078,0.218
88060_89008,0.2171
107284_107286,0.1989
52086_52080,0.259
15086_15090,0.2586
47268_99973266,0.2556
99973174_99970358,0.1992
67284_68160,0.095
99972633_99972342,0.2079
99971908_57040,0.4945
10238_99972475,0.4767
122244_122246,0.1091
46328_46006,0.101
105430_99971030,0.113
82015_81122,0.1164
71318_71320,0.1876
99973305_99272,0.2161
99972015_190064,0.1828
72060_62002,0.1304
146232_146234,0.22
153008_153010,0.1555
140062_151010,0.356
53016_53026,0.1938
99971540_129212,0.1192
99972316_99971833,0.2579
77472_77474,0.2031
66614_66138,0.4788
77482_77138,0.289
79248_99971164,0.122
99970633_115216,0.1411
99971063_99970782,0.258
128032_128034,0.1677
99971888_99971824,0.1587
70146_70148,0.1481
125046_125048,0.1756
130164_130166,0.3562
116094_99971968,0.2121
52042_52056,0.2395
60368_59232,0.1676
111012_111032,0.448
64040_64042,0.282
116102_116104,0.069
48086_99972347,0.5746
122044_122048,0.2257
108120_108122,0.136
106182_106180,0.2891
86084_86085,0.3315
68088_68370,0.2951
145038_145048,0.2165
53260_53262,0.2243
123094_136046,0.153
72084_72086,0.3742
99972251_99972465,0.4916
102310_93001,0.2059
797_201,0.7223
86584_86900,0.4097
86050_86052,0.2459
128104_128108,0.1416
99973102_99973103,0.5823
79256_79258,0.2
77382_99971048,0.0426
130218_130116,0.1478
46202_46204,0.3801
99972220_122316,0.1714
99970197_184057,0.3893
99970103_95090,0.3429
78008_78006,0.087
72028_99972128,0.1545
153035_99972585,0.4265
99970341_99972033,0.3046
146112_146114,0.1991
70036_70174,0.4009
97216_97214,0.3746
15058_15020,0.1169
99973064_99973065,0.313
99972512_99972513,0.2087
73022_73024,0.2083
64068_64070,0.377
159338_159340,0.2471
99972877_99972667,0.393
159018_159020,0.1862
132030_132026,0.2978
81910_999766,0.4463
99972174_74018,1.2262
138036_138038,0.1963
121074_121076,0.2148
77240_77244,0.223
99972174_74014,0.318
80249_80247,0.175
101108_114110,0.1158
145022_145024,0.2243
99972282_98246,0.1869
99972998_99972999,0.2494
78023_78323,0.1924
35900_99972273,9.4653
99972764_99972765,0.3614
97108_97110,0.3968
99970879_99970881,0.2851
103060_999751,0.195
48090_48088,0.1438
71140_71330,0.209
103196_103060,0.3201
79192_79194,0.129
55172_99971094,0.8364
146266_146264,0.1002
99970372_99970557,0.4682
99970839_149010,0.0641
99971082_150179,0.3075
69240_69242,0.1255
122020_122022,0.1632
79102_79104,0.386
99973351_86019,0.6683
99972511_166900,7.7423
107314_107074,0.1307
40922_40160,0.3398
44008_44010,0.221
99973348_99972945,0.436
99972244_21074,0.5253
32080_32004,0.3025
99969922_99970558,0.215
145030_145320,0.2509
99972681_99972682,0.2487
47184_47348,0.1972
186_195,2.9426
117014_117012,0.1371
99971772_166086,0.3042
99971157_99970978,0.6965
99973276_99972792,0.713
63046_63048,0.3397
71118_71120,0.5698
145106_145108,0.122
176174_176169,0.536
134004_134050,1.9879
191084_183014,3.5542
158314_999841,0.2192
99972921_99972922,0.7993
59322_59324,0.1324
44074_44078,0.3402
99971860_149051,0.2171
99970820_99970822,0.2131
200016_200018,0.4815
108062_108066,0.2955
44030_44028,0.3149
771708_107214,0.1851
99971518_66018,0.1556
107336_107092,0.2879
99971305_99971368,0.228
137092_137047,0.18
115044_115046,0.1841
66590_66442,0.1561
128038_128182,0.094
48082_48081,0.3615
58068_58070,0.1051
145086_145026,0.2816
105512_105472,0.209
114098_114076,0.121
159012_159014,0.2182
128180_99973323,0.1645
57062_57004,0.1724
37108_37068,0.2683
133154_99972184,0.651
158156_158158,0.2734
145114_145076,0.2792
134090_134110,0.8483
39100_35146,0.1967
140006_99971135,0.1313
99971926_90024,0.093
85447_85450,0.1801
197036_200026,0.709
77498_77192,0.1111
106406_106292,0.262
103193_103060,0.4411
58034_58036,0.2026
99972870_99972713,0.635
97102_97104,0.1164
54048_54108,0.3388
79186_79184,0.1068
146192_146276,0.131
999845_99971590,0.2221
146282_145283,0.2312
99916_99973305,0.116
99972571_99972572,0.2826
117100_117122,0.157
99971370_99971980,0.3614
100048_79028,0.1971
84508_105203,0.1781
129192_129198,0.3069
83165_83102,0.1819
86077_77360,0.3565
32002_32080,0.1671
78254_78532,0.1261
60188_60190,0.1152
129066_99973357,0.2456
39042_39040,0.1406
93180_93178,0.076
66098_66096,0.1554
132032_133132,0.1904
45108_45110,0.3323
85432_85428,0.2973
120056_120058,0.3727
148088_148060,0.4193
98015_77024,0.0895
98248_98122,0.1082
75071_75024,0.1959
78198_78196,0.0899
127028_127032,0.1234
54236_54072,0.2021
59344_59346,0.3408
99971999_150154,0.4645
51068_51069,0.5572
77260_77262,0.091
77369_77380,0.2018
99970724_99971199,1.0033
99970546_87900,0.5037
99971334_99971328,0.41
138104_138102,0.1289
106242_106244,0.143
48132_48050,0.4623
37032_37022,0.3684
54172_54174,0.6591
103092_103095,0.1371
122330_122166,0.1287
99972200_99971907,0.3275
39184_99973167,1.6292
79126_79128,0.1412
80304_80306,0.1527
99971160_99970357,0.1592
66596_78278,0.2518
140194_15007,0.5899
158008_158258,0.2539
70184_70186,0.344
60120_60350,0.0681
52084_52088,0.1187
48072_48073,0.0661
97222_97224,0.0829
83141_83142,0.066
37030_773086,0.2521
72066_72284,0.1509
127040_99971806,0.4778
87070_108052,0.2498
61202_61008,0.294
99971818_99971820,0.1293
86036_86038,0.1161
63058_63060,0.5787
125004_115182,0.1861
99973159_190020,0.3662
104012_117002,0.298
40130_99972062,0.4602
165052_99971257,0.5229
42007_42009,0.4572
103196_99970938,0.1191
99972822_99972823,0.4515
78006_78004,0.2271
79258_79260,0.043
98166_98164,0.1893
41100_41098,0.258
67194_67192,0.2108
47158_47346,0.3203
99972264_158002,0.2772
99972857_99972836,0.5796
56050_56052,0.3372
104046_104048,0.172
46184_46186,0.1912
134013_134064,0.4668
108116_108114,0.188
42048_99970374,0.4515
99972332_99970131,0.1731
69360_69156,0.1575
99970426_99972167,0.3596
99166_100050,0.1252
129002_129107,0.1122
79252_79254,0.268
75024_75026,0.4067
102052_102053,0.102
102042_103136,0.1494
146094_146096,0.1542
134080_134010,0.1766
121114_121112,0.1374
164010_99969875,0.6589
77460_77116,0.4694
108094_108170,0.4488
999764_999762,0.1921
147076_136110,0.2121
98176_98174,0.3034
47174_47312,0.4527
99972980_99972981,0.5006
64030_64032,0.325
99970898_99971248,0.6276
152012_152020,0.2874
77288_77290,0.158
85900_85145,0.2259
99971090_184026,0.3404
66408_66338,0.1802
15056_99971286,0.5806
80082_80330,0.4512
81146_81044,0.054
99972227_99972034,0.4596
40910_40216,0.5787
99970557_42042,0.3311
99969983_184058,0.3185
127052_127024,0.2593
176140_176144,0.4386
99970526_133136,0.4215
136124_147037,0.208
86020_86900,0.854
61012_61101,0.165
72244_72246,0.23
35146_35016,0.4058
99973241_96060,0.4506
67150_67152,0.1673
74040_74042,0.1954
99971931_64014,0.3308
99973157_151090,0.4039
130214_130178,0.2275
73034_99972202,0.209
84178_84173,0.2919
59901_59004,0.7432
99970675_99970622,0.8669
113074_113076,0.1933
99971802_99971800,0.3455
55054_55056,0.1793
107126_107128,0.1431
147036_147028,0.175
99972196_99972167,0.1988
99972196_99972166,0.2577
60208_60210,0.253
48114_48110,0.1921
74008_74010,0.2401
77402_77554,0.1526
128016_128018,0.2102
148094_148098,0.1385
86080_86076,0.1357
99459_99518,0.2782
153114_99971742,0.1667
72102_72104,0.2652
99130_99132,0.1399
99969916_99969917,0.3238
99972958_99972959,0.4804
77232_77234,0.1758
99971847_158282,0.2577
129004_99973342,0.024
98122_98124,0.1893
125043_125046,0.2729
140002_140004,0.1932
102058_102060,0.1373
97136_97011,0.2715
83192_83198,0.1114
99972463_99972615,0.7149
121156_121153,0.1771
101022_101024,0.141
99467_99460,0.2976
158158_158424,0.2126
99972452_99973270,0.5484
60258_60342,0.1772
144108_144110,0.3391
99496_99320,0.2157
99970378_99970379,0.2919
107114_130222,0.2027
99314_99496,0.0876
122102_122104,0.2401
99970041_85252,0.1221
99972752_99972753,0.2892
99458_99457,0.1637
148034_158402,0.214
133006_133008,0.206
99972117_99972118,0.3795
773086_37003,0.1532
99973108_99973109,0.2121
99971181_99972218,0.1286
99972555_99972556,0.5816
122028_122410,0.2557
99972858_99972770,0.6535
66088_66086,0.1489
115130_115132,0.19
114077_114072,0.11
99971932_60088,0.6398
68242_68340,0.2858
99970584_55048,0.376
10190_10234,0.404
106296_106298,0.238
999859_999860,0.236
132056_132058,0.3622
129010_129012,0.139
73136_73138,0.2117
100168_100162,0.1161
159123_159124,0.2501
92128_92130,0.11
128028_128030,0.1983
86002_86004,0.2866
99971927_60092,0.4785
93088_93098,0.4598
99972994_99972995,0.3311
120100_120098,0.2844
32006_32070,0.3084
99971376_99971331,0.2176
99972118_134036,0.2003
99973245_99973243,0.6285
94078_94076,0.143
99973359_99973360,0.3712
99971833_99972101,0.11
121153_121001,0.1551
106194_106444,0.0952
88036_88038,0.1849
146026_146028,0.1604
99973248_99973249,0.5695
999759_60050,0.1646
99972126_70224,0.133
72049_72002,0.236
136038_136043,0.185
49024_49027,0.2887
15084_15036,0.3901
99971901_101126,0.4989
94082_94090,0.1258
164032_164034,0.5337
85092_85094,0.1961
59246_59260,0.5495
55092_55090,0.2415
99973250_99972452,0.4334
99972520_99972521,0.2551
184002_184070,0.1203
127026_127022,0.1278
99973044_99973045,0.4135
82014_81013,0.0742
73012_73176,0.1804
78098_78530,0.1451
122196_774248,0.1541
98194_98188,0.4396
99970792_99972255,0.152
105376_105378,0.147
99972207_146058,0.2397
93208_99971003,0.261
99973339_99972280,0.1747
58056_58058,0.2989
159006_159007,0.192
78240_78242,0.2835
67057_67058,0.2056
62042_62044,0.2691
47210_48151,0.4808
99973041_99973042,0.6995
145066_145312,0.3125
87052_87054,0.1118
93518_99972022,0.121
79342_79388,0.1521
111017_111020,0.7897
64064_99971931,0.2583
100035_100044,0.165
182002_182006,0.4766
99972749_99972750,0.2683
106462_106082,0.2162
96070_96072,0.4695
40258_40259,0.3522
66066_66428,0.234
47293_48152,0.3579
105244_105246,0.121
99973024_99973025,0.3928
145084_145316,0.5485
115140_115138,0.1431
41164_47133,0.2168
99972988_99972989,0.5128
191007_191086,0.1949
153035_153112,0.342
77120_77462,0.1934
140158_140086,0.277
99240_99242,0.1657
99970469_99970467,0.3129
144110_144112,0.2644
15062_15076,0.6961
77394_99972248,0.1438
99970025_81910,0.317
88096_109034,0.2565
102254_93197,0.1469
15062_15078,0.3849
99973132_99973133,0.7907
99970451_99971971,0.358
100076_100078,0.2002
99972898_99972899,0.649
89010_89012,0.3407
99970980_99972450,0.6932
122228_99326,0.1554
99972719_99972720,0.692
99971919_99971920,0.1161
67196_67194,0.463
68060_68062,0.2712
69242_69244,0.1133
99972500_99972502,0.5943
193032_99972112,0.1236
63006_63008,0.199
26007_26011,0.1981
83138_83076,0.1434
158118_99970899,0.2142
99972529_99972530,0.3052
158136_99971831,0.139
78194_99972222,0.2882
99971216_99971217,0.4535
61022_61222,0.2969
99152_99150,0.116
42094_42096,0.3713
99972168_15014,0.2847
176072_166198,0.334
99972860_99972828,0.9201
97272_97102,0.2812
75068_75030,0.4062
116076_116077,0.1091
42057_999812,0.583
79090_79092,0.087
126124_116054,0.111
86188_87102,0.7821
114900_114166,0.5781
83170_83090,0.2389
99532_99396,0.3014
118050_118036,0.8935
153018_153007,0.6444
109036_109012,0.3036
154028_153130,0.2402
106112_106114,0.1492
71064_71062,0.2106
85446_85447,0.1367
42002_42018,0.2534
122011_122014,0.1878
53312_53002,0.152
62062_62060,0.2711
121102_145034,0.2
176232_99972143,0.4657
127030_127026,0.1088
71354_71356,0.2387
131052_99970555,0.1635
105118_105120,0.3402
108084_108080,0.2556
106412_99971202,0.1
99972199_999990,0.1353
99973201_97097,0.236
70202_70204,0.1645
99970240_99972336,0.0923
99970994_99971987,0.1781
126072_126074,0.097
122042_122044,0.2124
99973225_99970477,0.3999
151124_151134,0.3167
114140_114144,0.132
96056_96052,0.4712
147052_147058,0.3191
70144_70146,0.185
92098_92100,0.13
99972349_120036,0.6575
78320_78526,0.0786
107100_107284,0.2592
122110_122112,0.1465
99971778_99971779,0.125
106316_106464,0.3102
47112_47108,0.2794
823_53,1.5605
97038_999994,0.6807
96063_96058,0.2772
99972388_81028,0.1513
103034_103900,0.2365
61044_61048,0.208
99973146_99973144,0.3523
88074_88106,0.3757
250_83,2.8031
99971062_93072,0.3053
46900_46152,0.6469
99972453_50028,0.465
999843_165076,0.3208
130102_153022,0.3988
158054_147002,0.1252
99973273_53130,0.1826
53186_45104,0.2789
107320_107338,0.1751
99972319_95074,0.0665
99971619_166168,0.2596
99971963_99972197,0.1994
120048_120050,0.2637
99970779_102316,0.4476
114016_114238,0.2982
158046_158364,0.2329
61036_61038,0.2001
153023_153027,0.4375
64048_64122,0.0917
822_999544,1.9269
105218_105220,0.2421
106350_106352,0.2341
130200_130198,0.1946
99970402_99972211,0.2069
10266_10270,0.6976
80243_80171,0.2021
61002_71088,0.3419
99973353_99971177,0.4244
99426_99971580,0.2967
99972796_99972797,2.7361
84373_95010,0.116
84373_95011,0.209
99973336_99972279,0.2339
197030_191078,0.3489
77330_77332,0.1271
108168_108050,0.1752
99972605_99972606,0.1278
99970985_99970986,0.6827
133158_133138,0.1418
78120_78510,0.1663
72286_72068,0.1548
78313_78012,0.2234
92070_92068,0.133
53122_53116,0.2825
136148_136008,0.2198
81017_81900,0.3222
99972663_99972689,0.2786
60194_60196,0.2403
165061_165078,0.212
37048_37050,0.2726
99970476_99973224,0.4465
136080_136042,0.074
42116_42114,0.4397
69032_69390,0.409
20050_20014,0.2974
123028_123032,0.3393
99970528_99970532,0.194
82074_82072,0.1233
200013_200030,0.1851
69146_69148,0.1634
99969954_99972235,0.1812
94164_94015,0.2073
102152_102150,0.2901
107102_107101,0.1771
132033_133049,0.1043
136140_136142,0.2084
99972128_72030,0.4771
99971138_121156,0.0951
144022_144024,0.146
99972458_99972467,0.4516
53078_60078,0.339
68068_68070,0.2836
77026_77434,0.0965
224_803,3.2696
770368_99971795,0.1818
99972823_99972969,0.6474
87002_87004,0.1775
94092_94094,0.1925
106380_106296,0.322
69390_69034,0.1635
99972175_102252,0.5391
22022_22020,0.2203
72076_86084,0.361
53044_53036,0.172
97264_97266,0.2005
56062_56060,0.1342
79276_79278,0.1583
52014_52016,0.2338
102298_102558,0.3315
99970417_99970636,0.3207
42018_42020,0.6905
99971601_775506,0.352
68250_68244,0.384
54208_99971341,0.2916
86222_86054,0.2576
99338_99340,0.1088
99388_99389,0.2293
85416_85066,0.3123
79020_79516,0.363
32026_26080,0.4378
99084_99086,0.1253
42100_48064,0.3791
126086_126088,0.1241
10222_99971536,0.5623
158244_158246,0.2192
101126_102078,0.2516
999858_999859,0.1956
176132_176134,0.1322
99204_99908,0.2072
150164_99972107,0.3005
99172_99170,0.2342
98006_98004,0.2144
78030_99973292,0.2433
138002_138004,0.2284
176080_176154,0.234
57074_57234,0.2579
99362_99364,0.1357
133126_133146,0.3732
111002_111022,0.2007
47290_46008,0.1145
47104_47110,0.2302
122154_122156,0.1001
999919_99972349,0.3245
85024_85462,0.2737
46310_46234,0.2437
158114_158116,0.1492
99971364_99971323,0.1292
77450_99971853,0.3459
130032_130004,0.1176
100136_100164,0.2432
62014_62076,0.3364
58038_58040,0.0502
77548_77328,0.5052
71134_71136,0.3424
115168_115172,0.159
83078_69220,0.1727
72274_72116,0.1591
99972814_99972815,0.4244
42166_42088,0.6409
94072_94066,0.1822
39192_39188,0.1609
149042_158316,0.4532
99534_99972296,0.2516
99971100_46050,0.1959
106414_106158,0.112
99973101_99973062,0.5748
122080_122082,0.1864
86126_86128,0.4943
113008_113012,0.3214
118005_118094,0.156
113008_113010,0.1393
62048_62232,0.4306
78084_78086,0.0562
77310_77228,0.3248
122065_122064,0.3866
28_485,2.8551
108058_108056,0.1682
35027_35033,0.1544
101002_101004,0.103
