stop_id,thrs,service_id,stop_lat,stop_lon,has_park,type,stop_name,x,y,stop_key,nodeid
201,8.48333333333,5,33.750143,-84.385882,False,rail,GEORGIA STATE STATION,2229952.062,1364216.02,201_082900,50953
798,8.51666666667,5,33.749951,-84.375675,False,rail,KING MEMORIAL STATION,2233054.38,1364139.716,798_083100,300648
799,8.56666666667,5,33.757451,-84.352762,True,rail,INMAN PARK-REYNOLDSTOWN STATION,2240023.816,1366855.382,799_083400,286241
204,8.6,5,33.761866,-84.340456,True,rail,EDGEWOOD-CANDLER PARK STATION,2243766.662,1368455.332,204_083600,500053
185,8.65,5,33.765241,-84.312937,True,rail,EAST LAKE STATION,2252131.768,1369670.404,185_083900,80538
206,8.7,5,33.774681,-84.295319,False,rail,DECATUR STATION,2257490.17,1373098.181,206_084200,81307
800,8.76666666667,5,33.775554,-84.281487,True,rail,AVONDALE STATION,2261693.611,1373410.874,800_084600,81440
232,8.81666666667,5,33.772647,-84.251607,True,rail,KENSINGTON STATION,2270772.187,1372344.309,232_084900,500061
801,8.85,5,33.769856,-84.228906,True,rail,INDIAN CREEK STATION,2277669.815,1371323.828,801_085100,500062
27,8.48333333333,5,33.754553,-84.469302,True,rail,HAMILTON E HOLMES STATION,2204600.891,1365884.834,27_082900,233006
28,8.53333333333,5,33.753328,-84.445329,True,rail,WEST LAKE STATION,2211886.02,1365418.557,28_083200,281207
485,8.58333333333,5,33.756478,-84.41723,True,rail,ASHBY STATION,2220429.306,1366542.827,485_083500,48047
470,8.6,5,33.756613,-84.403902,False,rail,VINE CITY STATION,2224480.224,1366582.368,470_083600,48276
796,8.61666666667,5,33.756179,-84.397215,False,rail,DOME-GWCC-PHILIPS ARENA-CNN STATION,2226512.26,1366419.839,796_083700,50832
797,8.63333333333,5,33.753837,-84.391397,False,rail,FIVE POINTS STATION,2228278.684,1365563.756,797_083800,281277
201,8.65,5,33.750143,-84.385882,False,rail,GEORGIA STATE STATION,2229952.062,1364216.02,201_083900,50953
798,8.68333333333,5,33.749951,-84.375675,False,rail,KING MEMORIAL STATION,2233054.38,1364139.716,798_084100,300648
799,8.73333333333,5,33.757451,-84.352762,True,rail,INMAN PARK-REYNOLDSTOWN STATION,2240023.816,1366855.382,799_084400,286241
204,8.76666666667,5,33.761866,-84.340456,True,rail,EDGEWOOD-CANDLER PARK STATION,2243766.662,1368455.332,204_084600,500053
185,8.81666666667,5,33.765241,-84.312937,True,rail,EAST LAKE STATION,2252131.768,1369670.404,185_084900,80538
206,8.86666666667,5,33.774681,-84.295319,False,rail,DECATUR STATION,2257490.17,1373098.181,206_085200,81307
