stop_id,thrs,service_id,stop_lat,stop_lon,has_park,type,stop_name,x,y,stop_key,nodeid
6894,6.78916666667,A,33.7721199,-84.3872631,False,grta,W Peachtree St @ Ponce de Leon Ave,2229549.381,1372213.614,6894_064721,51862
6896,6.82638888889,A,33.7760885,-84.3872416,False,grta,W Peachtree St @ 5th St,2229559.005,1373657.651,6896_064935,51879
6897,6.86777777778,A,33.780596,-84.387328,False,grta,W Peachtree St @ Peachtree Pl,2229536.263,1375297.849,6897_065204,51929
W Peachtree St @ 12th St,6.90333333333,A,33.78425259,-84.38782298,False,grta,W Peachtree St @ 12th St,2229388.721,1376628.693,W Peachtree St @ 12th St_065412,51931
6900,6.92861111111,A,33.7869499,-84.3877137,False,grta,W Peachtree St after 14 St,2229424.03,1377610.092,6900_065543,51950
6899,6.95,A,33.7892148,-84.3876922,False,grta,W Peachtree St @ Arts Center MARTA Station,2229432.33,1378434.207,6899_065700,285785
6898,7.00055555556,A,33.7903204,-84.3894196,False,grta,Spring St @ 17th St,2228908.388,1378837.632,6898_070002,51858
6901,7.12472222222,A,33.7770249,-84.3889046,False,grta,Spring St @ 5th St,2229054.417,1373999.464,6901_070729,51877
6903,7.18333333333,A,33.77073318,-84.38896364,False,grta,Spring St just before Linden Ave,2229031.539,1371710.14,6903_071100,224853
6972,6.0,A,33.6412408,-83.9868414,True,grta,East Conyers P&R (Springfield Church),2351310.834,1324567.248,6972_060000,993515
6946,6.3,A,33.6851328,-84.0566843,True,grta,West Conyers P&R (Sigman Rd -  Midtown),2330038.042,1340508.09,6946_061800,500109
6948,6.61666666667,A,33.7021979,-84.1734052,True,grta,Panola Rd P&R,2294533.995,1346699.712,6948_063700,244088
6904,7.13333333333,A,33.7661533,-84.3874776,False,grta,W Peachtree St @ Civic Center MARTA Station (northbound),2229479.549,1370042.694,6904_070800,51097
6894,7.20222222222,A,33.7721199,-84.3872631,False,grta,W Peachtree St @ Ponce de Leon Ave,2229549.381,1372213.614,6894_071208,51862
6896,7.24777777778,A,33.7760885,-84.3872416,False,grta,W Peachtree St @ 5th St,2229559.005,1373657.651,6896_071452,51879
6897,7.29888888889,A,33.780596,-84.387328,False,grta,W Peachtree St @ Peachtree Pl,2229536.263,1375297.849,6897_071756,51929
W Peachtree St @ 12th St,7.34277777778,A,33.78425259,-84.38782298,False,grta,W Peachtree St @ 12th St,2229388.721,1376628.693,W Peachtree St @ 12th St_072034,51931
6900,7.37388888889,A,33.7869499,-84.3877137,False,grta,W Peachtree St after 14 St,2229424.03,1377610.092,6900_072226,51950
6899,7.4,A,33.7892148,-84.3876922,False,grta,W Peachtree St @ Arts Center MARTA Station,2229432.33,1378434.207,6899_072400,285785
6898,7.46527777778,A,33.7903204,-84.3894196,False,grta,Spring St @ 17th St,2228908.388,1378837.632,6898_072755,51858
6901,7.62444444444,A,33.7770249,-84.3889046,False,grta,Spring St @ 5th St,2229054.417,1373999.464,6901_073728,51877
6903,7.7,A,33.77073318,-84.38896364,False,grta,Spring St just before Linden Ave,2229031.539,1371710.14,6903_074200,224853
6972,6.25,A,33.6412408,-83.9868414,True,grta,East Conyers P&R (Springfield Church),2351310.834,1324567.248,6972_061500,993515
6946,6.55,A,33.6851328,-84.0566843,True,grta,West Conyers P&R (Sigman Rd -  Midtown),2330038.042,1340508.09,6946_063300,500109
6948,6.86666666667,A,33.7021979,-84.1734052,True,grta,Panola Rd P&R,2294533.995,1346699.712,6948_065200,244088
6894,7.63555555556,A,33.7721199,-84.3872631,False,grta,W Peachtree St @ Ponce de Leon Ave,2229549.381,1372213.614,6894_073808,51862
6896,7.68111111111,A,33.7760885,-84.3872416,False,grta,W Peachtree St @ 5th St,2229559.005,1373657.651,6896_074052,51879
6897,7.73222222222,A,33.780596,-84.387328,False,grta,W Peachtree St @ Peachtree Pl,2229536.263,1375297.849,6897_074356,51929
W Peachtree St @ 12th St,7.77611111111,A,33.78425259,-84.38782298,False,grta,W Peachtree St @ 12th St,2229388.721,1376628.693,W Peachtree St @ 12th St_074634,51931
6900,7.80722222222,A,33.7869499,-84.3877137,False,grta,W Peachtree St after 14 St,2229424.03,1377610.092,6900_074826,51950
6899,7.83333333333,A,33.7892148,-84.3876922,False,grta,W Peachtree St @ Arts Center MARTA Station,2229432.33,1378434.207,6899_075000,285785
6898,7.89861111111,A,33.7903204,-84.3894196,False,grta,Spring St @ 17th St,2228908.388,1378837.632,6898_075355,51858
6901,8.05777777778,A,33.7770249,-84.3889046,False,grta,Spring St @ 5th St,2229054.417,1373999.464,6901_080328,51877
6903,8.13333333333,A,33.77073318,-84.38896364,False,grta,Spring St just before Linden Ave,2229031.539,1371710.14,6903_080800,224853
6972,6.5,A,33.6412408,-83.9868414,True,grta,East Conyers P&R (Springfield Church),2351310.834,1324567.248,6972_063000,993515
6946,6.8,A,33.6851328,-84.0566843,True,grta,West Conyers P&R (Sigman Rd -  Midtown),2330038.042,1340508.09,6946_064800,500109
6948,7.11666666667,A,33.7021979,-84.1734052,True,grta,Panola Rd P&R,2294533.995,1346699.712,6948_070700,244088
6904,7.86666666667,A,33.7661533,-84.3874776,False,grta,W Peachtree St @ Civic Center MARTA Station (northbound),2229479.549,1370042.694,6904_075200,51097
6894,7.93555555556,A,33.7721199,-84.3872631,False,grta,W Peachtree St @ Ponce de Leon Ave,2229549.381,1372213.614,6894_075608,51862
6896,7.98111111111,A,33.7760885,-84.3872416,False,grta,W Peachtree St @ 5th St,2229559.005,1373657.651,6896_075852,51879
6897,8.03222222222,A,33.780596,-84.387328,False,grta,W Peachtree St @ Peachtree Pl,2229536.263,1375297.849,6897_080156,51929
W Peachtree St @ 12th St,8.07611111111,A,33.78425259,-84.38782298,False,grta,W Peachtree St @ 12th St,2229388.721,1376628.693,W Peachtree St @ 12th St_080434,51931
6900,8.10722222222,A,33.7869499,-84.3877137,False,grta,W Peachtree St after 14 St,2229424.03,1377610.092,6900_080626,51950
6899,8.13333333333,A,33.7892148,-84.3876922,False,grta,W Peachtree St @ Arts Center MARTA Station,2229432.33,1378434.207,6899_080800,285785
6898,8.19861111111,A,33.7903204,-84.3894196,False,grta,Spring St @ 17th St,2228908.388,1378837.632,6898_081155,51858
6901,8.35777777778,A,33.7770249,-84.3889046,False,grta,Spring St @ 5th St,2229054.417,1373999.464,6901_082128,51877
6903,8.43333333333,A,33.77073318,-84.38896364,False,grta,Spring St just before Linden Ave,2229031.539,1371710.14,6903_082600,224853
6972,6.75,A,33.6412408,-83.9868414,True,grta,East Conyers P&R (Springfield Church),2351310.834,1324567.248,6972_064500,993515
6946,7.05,A,33.6851328,-84.0566843,True,grta,West Conyers P&R (Sigman Rd -  Midtown),2330038.042,1340508.09,6946_070300,500109
6948,7.4,A,33.7021979,-84.1734052,True,grta,Panola Rd P&R,2294533.995,1346699.712,6948_072400,244088
6904,8.15,A,33.7661533,-84.3874776,False,grta,W Peachtree St @ Civic Center MARTA Station (northbound),2229479.549,1370042.694,6904_080900,51097
6894,8.21888888889,A,33.7721199,-84.3872631,False,grta,W Peachtree St @ Ponce de Leon Ave,2229549.381,1372213.614,6894_081308,51862
6896,8.26444444444,A,33.7760885,-84.3872416,False,grta,W Peachtree St @ 5th St,2229559.005,1373657.651,6896_081552,51879
6897,8.31555555556,A,33.780596,-84.387328,False,grta,W Peachtree St @ Peachtree Pl,2229536.263,1375297.849,6897_081856,51929
W Peachtree St @ 12th St,8.35944444444,A,33.78425259,-84.38782298,False,grta,W Peachtree St @ 12th St,2229388.721,1376628.693,W Peachtree St @ 12th St_082134,51931
6900,8.39055555556,A,33.7869499,-84.3877137,False,grta,W Peachtree St after 14 St,2229424.03,1377610.092,6900_082326,51950
6899,8.41666666667,A,33.7892148,-84.3876922,False,grta,W Peachtree St @ Arts Center MARTA Station,2229432.33,1378434.207,6899_082500,285785
6898,8.48194444444,A,33.7903204,-84.3894196,False,grta,Spring St @ 17th St,2228908.388,1378837.632,6898_082855,51858
6901,8.64111111111,A,33.7770249,-84.3889046,False,grta,Spring St @ 5th St,2229054.417,1373999.464,6901_083828,51877
6903,8.71666666667,A,33.77073318,-84.38896364,False,grta,Spring St just before Linden Ave,2229031.539,1371710.14,6903_084300,224853
6972,7.0,A,33.6412408,-83.9868414,True,grta,East Conyers P&R (Springfield Church),2351310.834,1324567.248,6972_070000,993515
6946,7.33333333333,A,33.6851328,-84.0566843,True,grta,West Conyers P&R (Sigman Rd -  Midtown),2330038.042,1340508.09,6946_072000,500109
6948,7.68333333333,A,33.7021979,-84.1734052,True,grta,Panola Rd P&R,2294533.995,1346699.712,6948_074100,244088
6904,8.41666666667,A,33.7661533,-84.3874776,False,grta,W Peachtree St @ Civic Center MARTA Station (northbound),2229479.549,1370042.694,6904_082500,51097
6894,8.48555555556,A,33.7721199,-84.3872631,False,grta,W Peachtree St @ Ponce de Leon Ave,2229549.381,1372213.614,6894_082908,51862
6896,8.53111111111,A,33.7760885,-84.3872416,False,grta,W Peachtree St @ 5th St,2229559.005,1373657.651,6896_083152,51879
6897,8.58222222222,A,33.780596,-84.387328,False,grta,W Peachtree St @ Peachtree Pl,2229536.263,1375297.849,6897_083456,51929
W Peachtree St @ 12th St,8.62611111111,A,33.78425259,-84.38782298,False,grta,W Peachtree St @ 12th St,2229388.721,1376628.693,W Peachtree St @ 12th St_083734,51931
6900,8.65722222222,A,33.7869499,-84.3877137,False,grta,W Peachtree St after 14 St,2229424.03,1377610.092,6900_083926,51950
6899,8.68333333333,A,33.7892148,-84.3876922,False,grta,W Peachtree St @ Arts Center MARTA Station,2229432.33,1378434.207,6899_084100,285785
6898,8.74861111111,A,33.7903204,-84.3894196,False,grta,Spring St @ 17th St,2228908.388,1378837.632,6898_084455,51858
6901,8.90777777778,A,33.7770249,-84.3889046,False,grta,Spring St @ 5th St,2229054.417,1373999.464,6901_085428,51877
6903,8.98333333333,A,33.77073318,-84.38896364,False,grta,Spring St just before Linden Ave,2229031.539,1371710.14,6903_085900,224853
6972,7.33333333333,A,33.6412408,-83.9868414,True,grta,East Conyers P&R (Springfield Church),2351310.834,1324567.248,6972_072000,993515
6946,7.66666666667,A,33.6851328,-84.0566843,True,grta,West Conyers P&R (Sigman Rd -  Midtown),2330038.042,1340508.09,6946_074000,500109
6948,8.01666666667,A,33.7021979,-84.1734052,True,grta,Panola Rd P&R,2294533.995,1346699.712,6948_080100,244088
6904,8.73333333333,A,33.7661533,-84.3874776,False,grta,W Peachtree St @ Civic Center MARTA Station (northbound),2229479.549,1370042.694,6904_084400,51097
6894,8.80222222222,A,33.7721199,-84.3872631,False,grta,W Peachtree St @ Ponce de Leon Ave,2229549.381,1372213.614,6894_084808,51862
6896,8.84777777778,A,33.7760885,-84.3872416,False,grta,W Peachtree St @ 5th St,2229559.005,1373657.651,6896_085052,51879
6897,8.89888888889,A,33.780596,-84.387328,False,grta,W Peachtree St @ Peachtree Pl,2229536.263,1375297.849,6897_085356,51929
W Peachtree St @ 12th St,8.94277777778,A,33.78425259,-84.38782298,False,grta,W Peachtree St @ 12th St,2229388.721,1376628.693,W Peachtree St @ 12th St_085634,51931
6900,8.97388888889,A,33.7869499,-84.3877137,False,grta,W Peachtree St after 14 St,2229424.03,1377610.092,6900_085826,51950
6899,9.0,A,33.7892148,-84.3876922,False,grta,W Peachtree St @ Arts Center MARTA Station,2229432.33,1378434.207,6899_090000,285785
6898,9.06527777778,A,33.7903204,-84.3894196,False,grta,Spring St @ 17th St,2228908.388,1378837.632,6898_090355,51858
6901,9.22444444444,A,33.7770249,-84.3889046,False,grta,Spring St @ 5th St,2229054.417,1373999.464,6901_091328,51877
6903,9.3,A,33.77073318,-84.38896364,False,grta,Spring St just before Linden Ave,2229031.539,1371710.14,6903_091800,224853
6972,7.83333333333,A,33.6412408,-83.9868414,True,grta,East Conyers P&R (Springfield Church),2351310.834,1324567.248,6972_075000,993515
6946,8.16666666667,A,33.6851328,-84.0566843,True,grta,West Conyers P&R (Sigman Rd -  Midtown),2330038.042,1340508.09,6946_081000,500109
6948,8.5,A,33.7021979,-84.1734052,True,grta,Panola Rd P&R,2294533.995,1346699.712,6948_083000,244088
6904,9.21666666667,A,33.7661533,-84.3874776,False,grta,W Peachtree St @ Civic Center MARTA Station (northbound),2229479.549,1370042.694,6904_091300,51097
6894,9.2725,A,33.7721199,-84.3872631,False,grta,W Peachtree St @ Ponce de Leon Ave,2229549.381,1372213.614,6894_091621,51862
6896,9.30972222222,A,33.7760885,-84.3872416,False,grta,W Peachtree St @ 5th St,2229559.005,1373657.651,6896_091835,51879
6897,9.35111111111,A,33.780596,-84.387328,False,grta,W Peachtree St @ Peachtree Pl,2229536.263,1375297.849,6897_092104,51929
W Peachtree St @ 12th St,9.38666666667,A,33.78425259,-84.38782298,False,grta,W Peachtree St @ 12th St,2229388.721,1376628.693,W Peachtree St @ 12th St_092312,51931
6900,9.41194444444,A,33.7869499,-84.3877137,False,grta,W Peachtree St after 14 St,2229424.03,1377610.092,6900_092443,51950
6899,9.43333333333,A,33.7892148,-84.3876922,False,grta,W Peachtree St @ Arts Center MARTA Station,2229432.33,1378434.207,6899_092600,285785
6898,9.48388888889,A,33.7903204,-84.3894196,False,grta,Spring St @ 17th St,2228908.388,1378837.632,6898_092902,51858
6901,9.60805555556,A,33.7770249,-84.3889046,False,grta,Spring St @ 5th St,2229054.417,1373999.464,6901_093629,51877
6903,9.66666666667,A,33.77073318,-84.38896364,False,grta,Spring St just before Linden Ave,2229031.539,1371710.14,6903_094000,224853
Spring St (NB) @ Brotherton St,6.74277777778,A,33.74875018,-84.39797184,False,grta,Spring St (NB) @ Brotherton St,2226276.169,1363717.244,Spring St (NB) @ Brotherton St_064434,50553
Ted Turner Dr (NB) @ Mitchell St,6.75,A,33.75220879,-84.39578455,False,grta,Ted Turner Dr (NB) @ Mitchell St,2226943.811,1364974.237,Ted Turner Dr (NB) @ Mitchell St_064500,50824
Mitchell St (EB) @ Peachtree St,6.77138888889,A,33.75106626,-84.39323048,False,grta,Mitchell St (EB) @ Peachtree St,2227719.199,1364556.792,Mitchell St (EB) @ Peachtree St_064617,50834
Central Ave (NB) @ MLK Jr Dr,6.80611111111,A,33.75104813,-84.38966002,False,grta,Central Ave (NB) @ MLK Jr Dr,2228804.43,1364547.829,Central Ave (NB) @ MLK Jr Dr_064822,276948
7000,6.82055555556,A,33.7524258,-84.3883789,False,grta,Central Ave @ Wall St,2229194.905,1365048.28,7000_064914,13230
7001,6.84972222222,A,33.7553249,-84.38604,False,grta,Peachtree Center Ave @ Auburn Ave,2229908.049,1366101.649,7001_065059,50997
7002,6.86333333333,A,33.7569484,-84.3860292,False,grta,Peachtree Center Ave @ John Wesley Dobbs Ave,2229912.588,1366692.382,7002_065148,50998
7003,6.88361111111,A,33.759437,-84.3859971,False,grta,Peachtree Center Ave @ Andrew Young International Blvd,2229924.27,1367597.883,7003_065301,51004
6886,6.91388888889,A,33.7623448,-84.3870378,False,grta,Baker St @ Peachtree St,2229610.241,1368656.614,6886_065450,500174
6909,6.94027777778,A,33.7638343,-84.3889046,False,grta,Spring St @ W Peachtree Pl,2229044.068,1369199.814,6909_065625,51058
6887,6.98333333333,A,33.7661444,-84.3875849,False,grta,W Peachtree St @ Civic Center MARTA Station (southbound),2229446.934,1370039.525,6887_065900,51097
Spring St (NB) @ Brotherton St,7.32527777778,A,33.74875018,-84.39797184,False,grta,Spring St (NB) @ Brotherton St,2226276.169,1363717.244,Spring St (NB) @ Brotherton St_071931,50553
Ted Turner Dr (NB) @ Mitchell St,7.33333333333,A,33.75220879,-84.39578455,False,grta,Ted Turner Dr (NB) @ Mitchell St,2226943.811,1364974.237,Ted Turner Dr (NB) @ Mitchell St_072000,50824
Mitchell St (EB) @ Peachtree St,7.36194444444,A,33.75106626,-84.39323048,False,grta,Mitchell St (EB) @ Peachtree St,2227719.199,1364556.792,Mitchell St (EB) @ Peachtree St_072143,50834
Central Ave (NB) @ MLK Jr Dr,7.40833333333,A,33.75104813,-84.38966002,False,grta,Central Ave (NB) @ MLK Jr Dr,2228804.43,1364547.829,Central Ave (NB) @ MLK Jr Dr_072430,276948
7000,7.4275,A,33.7524258,-84.3883789,False,grta,Central Ave @ Wall St,2229194.905,1365048.28,7000_072539,13230
7001,7.46666666667,A,33.7553249,-84.38604,False,grta,Peachtree Center Ave @ Auburn Ave,2229908.049,1366101.649,7001_072800,50997
7002,7.48333333333,A,33.7569484,-84.3860292,False,grta,Peachtree Center Ave @ John Wesley Dobbs Ave,2229912.588,1366692.382,7002_072900,50998
7003,7.50888888889,A,33.759437,-84.3859971,False,grta,Peachtree Center Ave @ Andrew Young International Blvd,2229924.27,1367597.883,7003_073032,51004
6886,7.54666666667,A,33.7623448,-84.3870378,False,grta,Baker St @ Peachtree St,2229610.241,1368656.614,6886_073248,500174
6909,7.57972222222,A,33.7638343,-84.3889046,False,grta,Spring St @ W Peachtree Pl,2229044.068,1369199.814,6909_073447,51058
6887,7.63333333333,A,33.7661444,-84.3875849,False,grta,W Peachtree St @ Civic Center MARTA Station (southbound),2229446.934,1370039.525,6887_073800,51097
Spring St (NB) @ Brotherton St,7.65805555556,A,33.74875018,-84.39797184,False,grta,Spring St (NB) @ Brotherton St,2226276.169,1363717.244,Spring St (NB) @ Brotherton St_073929,50553
Ted Turner Dr (NB) @ Mitchell St,7.66666666667,A,33.75220879,-84.39578455,False,grta,Ted Turner Dr (NB) @ Mitchell St,2226943.811,1364974.237,Ted Turner Dr (NB) @ Mitchell St_074000,50824
Mitchell St (EB) @ Peachtree St,7.69527777778,A,33.75106626,-84.39323048,False,grta,Mitchell St (EB) @ Peachtree St,2227719.199,1364556.792,Mitchell St (EB) @ Peachtree St_074143,50834
Central Ave (NB) @ MLK Jr Dr,7.74166666667,A,33.75104813,-84.38966002,False,grta,Central Ave (NB) @ MLK Jr Dr,2228804.43,1364547.829,Central Ave (NB) @ MLK Jr Dr_074430,276948
7000,7.76083333333,A,33.7524258,-84.3883789,False,grta,Central Ave @ Wall St,2229194.905,1365048.28,7000_074539,13230
7001,7.8,A,33.7553249,-84.38604,False,grta,Peachtree Center Ave @ Auburn Ave,2229908.049,1366101.649,7001_074800,50997
7002,7.81666666667,A,33.7569484,-84.3860292,False,grta,Peachtree Center Ave @ John Wesley Dobbs Ave,2229912.588,1366692.382,7002_074900,50998
7003,7.84222222222,A,33.759437,-84.3859971,False,grta,Peachtree Center Ave @ Andrew Young International Blvd,2229924.27,1367597.883,7003_075032,51004
6886,7.88,A,33.7623448,-84.3870378,False,grta,Baker St @ Peachtree St,2229610.241,1368656.614,6886_075248,500174
6909,7.91305555556,A,33.7638343,-84.3889046,False,grta,Spring St @ W Peachtree Pl,2229044.068,1369199.814,6909_075447,51058
6887,7.96666666667,A,33.7661444,-84.3875849,False,grta,W Peachtree St @ Civic Center MARTA Station (southbound),2229446.934,1370039.525,6887_075800,51097
Spring St (NB) @ Brotherton St,7.9575,A,33.74875018,-84.39797184,False,grta,Spring St (NB) @ Brotherton St,2226276.169,1363717.244,Spring St (NB) @ Brotherton St_075727,50553
Ted Turner Dr (NB) @ Mitchell St,7.96666666667,A,33.75220879,-84.39578455,False,grta,Ted Turner Dr (NB) @ Mitchell St,2226943.811,1364974.237,Ted Turner Dr (NB) @ Mitchell St_075800,50824
Mitchell St (EB) @ Peachtree St,7.99527777778,A,33.75106626,-84.39323048,False,grta,Mitchell St (EB) @ Peachtree St,2227719.199,1364556.792,Mitchell St (EB) @ Peachtree St_075943,50834
Central Ave (NB) @ MLK Jr Dr,8.04166666667,A,33.75104813,-84.38966002,False,grta,Central Ave (NB) @ MLK Jr Dr,2228804.43,1364547.829,Central Ave (NB) @ MLK Jr Dr_080230,276948
7000,8.06083333333,A,33.7524258,-84.3883789,False,grta,Central Ave @ Wall St,2229194.905,1365048.28,7000_080339,13230
7001,8.1,A,33.7553249,-84.38604,False,grta,Peachtree Center Ave @ Auburn Ave,2229908.049,1366101.649,7001_080600,50997
7002,8.11666666667,A,33.7569484,-84.3860292,False,grta,Peachtree Center Ave @ John Wesley Dobbs Ave,2229912.588,1366692.382,7002_080700,50998
7003,8.14222222222,A,33.759437,-84.3859971,False,grta,Peachtree Center Ave @ Andrew Young International Blvd,2229924.27,1367597.883,7003_080832,51004
6886,8.18,A,33.7623448,-84.3870378,False,grta,Baker St @ Peachtree St,2229610.241,1368656.614,6886_081048,500174
6909,8.21305555556,A,33.7638343,-84.3889046,False,grta,Spring St @ W Peachtree Pl,2229044.068,1369199.814,6909_081247,51058
6887,8.26666666667,A,33.7661444,-84.3875849,False,grta,W Peachtree St @ Civic Center MARTA Station (southbound),2229446.934,1370039.525,6887_081600,51097
6972,7.25,A,33.6412408,-83.9868414,True,grta,East Conyers P&R (Springfield Church),2351310.834,1324567.248,6972_071500,993515
Spring St (NB) @ Brotherton St,8.2075,A,33.74875018,-84.39797184,False,grta,Spring St (NB) @ Brotherton St,2226276.169,1363717.244,Spring St (NB) @ Brotherton St_081227,50553
Ted Turner Dr (NB) @ Mitchell St,8.21666666667,A,33.75220879,-84.39578455,False,grta,Ted Turner Dr (NB) @ Mitchell St,2226943.811,1364974.237,Ted Turner Dr (NB) @ Mitchell St_081300,50824
Mitchell St (EB) @ Peachtree St,8.24527777778,A,33.75106626,-84.39323048,False,grta,Mitchell St (EB) @ Peachtree St,2227719.199,1364556.792,Mitchell St (EB) @ Peachtree St_081443,50834
Central Ave (NB) @ MLK Jr Dr,8.29166666667,A,33.75104813,-84.38966002,False,grta,Central Ave (NB) @ MLK Jr Dr,2228804.43,1364547.829,Central Ave (NB) @ MLK Jr Dr_081730,276948
7000,8.31083333333,A,33.7524258,-84.3883789,False,grta,Central Ave @ Wall St,2229194.905,1365048.28,7000_081839,13230
7001,8.35,A,33.7553249,-84.38604,False,grta,Peachtree Center Ave @ Auburn Ave,2229908.049,1366101.649,7001_082100,50997
7002,8.36666666667,A,33.7569484,-84.3860292,False,grta,Peachtree Center Ave @ John Wesley Dobbs Ave,2229912.588,1366692.382,7002_082200,50998
7003,8.39222222222,A,33.759437,-84.3859971,False,grta,Peachtree Center Ave @ Andrew Young International Blvd,2229924.27,1367597.883,7003_082332,51004
6886,8.43,A,33.7623448,-84.3870378,False,grta,Baker St @ Peachtree St,2229610.241,1368656.614,6886_082548,500174
6909,8.46305555556,A,33.7638343,-84.3889046,False,grta,Spring St @ W Peachtree Pl,2229044.068,1369199.814,6909_082747,51058
6887,8.51666666667,A,33.7661444,-84.3875849,False,grta,W Peachtree St @ Civic Center MARTA Station (southbound),2229446.934,1370039.525,6887_083100,51097
Mitchell St (EB) @ Peachtree St,6.00111111111,A,33.75106626,-84.39323048,False,grta,Mitchell St (EB) @ Peachtree St,2227719.199,1364556.792,Mitchell St (EB) @ Peachtree St_060004,50834
Central Ave (NB) @ MLK Jr Dr,6.03,A,33.75104813,-84.38966002,False,grta,Central Ave (NB) @ MLK Jr Dr,2228804.43,1364547.829,Central Ave (NB) @ MLK Jr Dr_060148,276948
7000,6.04222222222,A,33.7524258,-84.3883789,False,grta,Central Ave @ Wall St,2229194.905,1365048.28,7000_060232,13230
7001,6.06666666667,A,33.7553249,-84.38604,False,grta,Peachtree Center Ave @ Auburn Ave,2229908.049,1366101.649,7001_060400,50997
7002,6.08,A,33.7569484,-84.3860292,False,grta,Peachtree Center Ave @ John Wesley Dobbs Ave,2229912.588,1366692.382,7002_060448,50998
7003,6.10027777778,A,33.759437,-84.3859971,False,grta,Peachtree Center Ave @ Andrew Young International Blvd,2229924.27,1367597.883,7003_060601,51004
6886,6.13055555556,A,33.7623448,-84.3870378,False,grta,Baker St @ Peachtree St,2229610.241,1368656.614,6886_060750,500174
6909,6.15694444444,A,33.7638343,-84.3889046,False,grta,Spring St @ W Peachtree Pl,2229044.068,1369199.814,6909_060925,51058
6887,6.2,A,33.7661444,-84.3875849,False,grta,W Peachtree St @ Civic Center MARTA Station (southbound),2229446.934,1370039.525,6887_061200,51097
Spring St (NB) @ Brotherton St,6.45777777778,A,33.74875018,-84.39797184,False,grta,Spring St (NB) @ Brotherton St,2226276.169,1363717.244,Spring St (NB) @ Brotherton St_062728,50553
Ted Turner Dr (NB) @ Mitchell St,6.46666666667,A,33.75220879,-84.39578455,False,grta,Ted Turner Dr (NB) @ Mitchell St,2226943.811,1364974.237,Ted Turner Dr (NB) @ Mitchell St_062800,50824
Mitchell St (EB) @ Peachtree St,6.48805555556,A,33.75106626,-84.39323048,False,grta,Mitchell St (EB) @ Peachtree St,2227719.199,1364556.792,Mitchell St (EB) @ Peachtree St_062917,50834
Central Ave (NB) @ MLK Jr Dr,6.52277777778,A,33.75104813,-84.38966002,False,grta,Central Ave (NB) @ MLK Jr Dr,2228804.43,1364547.829,Central Ave (NB) @ MLK Jr Dr_063122,276948
7000,6.53722222222,A,33.7524258,-84.3883789,False,grta,Central Ave @ Wall St,2229194.905,1365048.28,7000_063214,13230
7001,6.56638888889,A,33.7553249,-84.38604,False,grta,Peachtree Center Ave @ Auburn Ave,2229908.049,1366101.649,7001_063359,50997
7002,6.58,A,33.7569484,-84.3860292,False,grta,Peachtree Center Ave @ John Wesley Dobbs Ave,2229912.588,1366692.382,7002_063448,50998
7003,6.60027777778,A,33.759437,-84.3859971,False,grta,Peachtree Center Ave @ Andrew Young International Blvd,2229924.27,1367597.883,7003_063601,51004
6886,6.63055555556,A,33.7623448,-84.3870378,False,grta,Baker St @ Peachtree St,2229610.241,1368656.614,6886_063750,500174
6909,6.65694444444,A,33.7638343,-84.3889046,False,grta,Spring St @ W Peachtree Pl,2229044.068,1369199.814,6909_063925,51058
6887,6.7,A,33.7661444,-84.3875849,False,grta,W Peachtree St @ Civic Center MARTA Station (southbound),2229446.934,1370039.525,6887_064200,51097
6972,7.5,A,33.6412408,-83.9868414,True,grta,East Conyers P&R (Springfield Church),2351310.834,1324567.248,6972_073000,993515
6947,7.83333333333,A,33.6851303,-84.0588963,True,grta,West Conyers P&R (Sigman Rd -  Downtown),2329365.191,1340506.471,6947_075000,98047
6948,8.18333333333,A,33.7021979,-84.1734052,True,grta,Panola Rd P&R,2294533.995,1346699.712,6948_081100,244088
Spring St (NB) @ Brotherton St,8.85444444444,A,33.74875018,-84.39797184,False,grta,Spring St (NB) @ Brotherton St,2226276.169,1363717.244,Spring St (NB) @ Brotherton St_085116,50553
Ted Turner Dr (NB) @ Mitchell St,8.86666666667,A,33.75220879,-84.39578455,False,grta,Ted Turner Dr (NB) @ Mitchell St,2226943.811,1364974.237,Ted Turner Dr (NB) @ Mitchell St_085200,50824
Mitchell St (EB) @ Peachtree St,8.89527777778,A,33.75106626,-84.39323048,False,grta,Mitchell St (EB) @ Peachtree St,2227719.199,1364556.792,Mitchell St (EB) @ Peachtree St_085343,50834
Central Ave (NB) @ MLK Jr Dr,8.94166666667,A,33.75104813,-84.38966002,False,grta,Central Ave (NB) @ MLK Jr Dr,2228804.43,1364547.829,Central Ave (NB) @ MLK Jr Dr_085630,276948
7000,8.96083333333,A,33.7524258,-84.3883789,False,grta,Central Ave @ Wall St,2229194.905,1365048.28,7000_085739,13230
7001,9.0,A,33.7553249,-84.38604,False,grta,Peachtree Center Ave @ Auburn Ave,2229908.049,1366101.649,7001_090000,50997
7002,9.015,A,33.7569484,-84.3860292,False,grta,Peachtree Center Ave @ John Wesley Dobbs Ave,2229912.588,1366692.382,7002_090054,50998
7003,9.03805555556,A,33.759437,-84.3859971,False,grta,Peachtree Center Ave @ Andrew Young International Blvd,2229924.27,1367597.883,7003_090217,51004
6886,9.07194444444,A,33.7623448,-84.3870378,False,grta,Baker St @ Peachtree St,2229610.241,1368656.614,6886_090419,500174
6909,9.10166666667,A,33.7638343,-84.3889046,False,grta,Spring St @ W Peachtree Pl,2229044.068,1369199.814,6909_090606,51058
