dist,duration,route_id1,route_id2,service_id,stop1,stop2,stop_key1,stop_key2,stop_sequence1,stop_sequence2,thrs1,thrs2,trip_id1,trip_id2,type
1.6114014143,1.0,10909.0,10912.0,5.0,485,270.0,485_083500,270_093500,3.0,10.0,8.58333333333,9.58333333333,3764644.0,3767427.0,transfer
1.6114014143,0.15,10909.0,10912.0,5.0,485,270.0,485_084500,270_085400,3.0,10.0,8.75,8.9,3764645.0,3767423.0,transfer
1.6114014143,0.316666666667,10909.0,10912.0,5.0,485,270.0,485_084500,270_090400,3.0,10.0,8.75,9.06666666667,3764645.0,3767424.0,transfer
1.6114014143,0.483333333333,10909.0,10912.0,5.0,485,270.0,485_084500,270_091400,3.0,10.0,8.75,9.23333333333,3764645.0,3767425.0,transfer
1.6114014143,0.65,10909.0,10912.0,5.0,485,270.0,485_084500,270_092400,3.0,10.0,8.75,9.4,3764645.0,3767426.0,transfer
1.6114014143,0.833333333333,10909.0,10912.0,5.0,485,270.0,485_084500,270_093500,3.0,10.0,8.75,9.58333333333,3764645.0,3767427.0,transfer
1.6114014143,1.03333333333,10909.0,10912.0,5.0,485,270.0,485_084500,270_094700,3.0,10.0,8.75,9.78333333333,3764645.0,3767428.0,transfer
1.6114014143,0.15,10909.0,10912.0,5.0,485,270.0,485_085500,270_090400,3.0,10.0,8.91666666667,9.06666666667,3764646.0,3767424.0,transfer
1.6114014143,0.316666666667,10909.0,10912.0,5.0,485,270.0,485_085500,270_091400,3.0,10.0,8.91666666667,9.23333333333,3764646.0,3767425.0,transfer
1.6114014143,0.483333333333,10909.0,10912.0,5.0,485,270.0,485_085500,270_092400,3.0,10.0,8.91666666667,9.4,3764646.0,3767426.0,transfer
1.6114014143,0.666666666667,10909.0,10912.0,5.0,485,270.0,485_085500,270_093500,3.0,10.0,8.91666666667,9.58333333333,3764646.0,3767427.0,transfer
1.6114014143,0.866666666667,10909.0,10912.0,5.0,485,270.0,485_085500,270_094700,3.0,10.0,8.91666666667,9.78333333333,3764646.0,3767428.0,transfer
1.6114014143,1.06666666667,10909.0,10912.0,5.0,485,270.0,485_085500,270_095900,3.0,10.0,8.91666666667,9.98333333333,3764646.0,3767429.0,transfer
1.6114014143,0.15,10909.0,10912.0,5.0,485,270.0,485_090500,270_091400,3.0,10.0,9.08333333333,9.23333333333,3764647.0,3767425.0,transfer
1.6114014143,0.316666666667,10909.0,10912.0,5.0,485,270.0,485_090500,270_092400,3.0,10.0,9.08333333333,9.4,3764647.0,3767426.0,transfer
1.6114014143,0.5,10909.0,10912.0,5.0,485,270.0,485_090500,270_093500,3.0,10.0,9.08333333333,9.58333333333,3764647.0,3767427.0,transfer
1.6114014143,0.7,10909.0,10912.0,5.0,485,270.0,485_090500,270_094700,3.0,10.0,9.08333333333,9.78333333333,3764647.0,3767428.0,transfer
1.6114014143,0.9,10909.0,10912.0,5.0,485,270.0,485_090500,270_095900,3.0,10.0,9.08333333333,9.98333333333,3764647.0,3767429.0,transfer
1.6114014143,0.0833333333333,10909.0,10912.0,5.0,485,270.0,485_091900,270_092400,3.0,10.0,9.31666666667,9.4,3764648.0,3767426.0,transfer
1.6114014143,0.266666666667,10909.0,10912.0,5.0,485,270.0,485_091900,270_093500,3.0,10.0,9.31666666667,9.58333333333,3764648.0,3767427.0,transfer
1.6114014143,0.466666666667,10909.0,10912.0,5.0,485,270.0,485_091900,270_094700,3.0,10.0,9.31666666667,9.78333333333,3764648.0,3767428.0,transfer
1.6114014143,0.666666666667,10909.0,10912.0,5.0,485,270.0,485_091900,270_095900,3.0,10.0,9.31666666667,9.98333333333,3764648.0,3767429.0,transfer
1.6114014143,0.266666666667,10909.0,10912.0,5.0,485,270.0,485_093100,270_094700,3.0,10.0,9.51666666667,9.78333333333,3764649.0,3767428.0,transfer
1.6114014143,0.466666666667,10909.0,10912.0,5.0,485,270.0,485_093100,270_095900,3.0,10.0,9.51666666667,9.98333333333,3764649.0,3767429.0,transfer
1.6114014143,0.266666666667,10909.0,10912.0,5.0,485,270.0,485_094300,270_095900,3.0,10.0,9.71666666667,9.98333333333,3764650.0,3767429.0,transfer
1.7520176716,0.266666666667,10912.0,10909.0,5.0,485,39.0,485_060200,39_061800,2.0,14.0,6.03333333333,6.3,3767292.0,3764708.0,transfer
1.7520176716,0.433333333333,10912.0,10909.0,5.0,485,39.0,485_060200,39_062800,2.0,14.0,6.03333333333,6.46666666667,3767292.0,3764727.0,transfer
1.7520176716,0.6,10912.0,10909.0,5.0,485,39.0,485_060200,39_063800,2.0,14.0,6.03333333333,6.63333333333,3767292.0,3764728.0,transfer
1.7520176716,0.766666666667,10912.0,10909.0,5.0,485,39.0,485_060200,39_064800,2.0,14.0,6.03333333333,6.8,3767292.0,3764729.0,transfer
1.7520176716,0.933333333333,10912.0,10909.0,5.0,485,39.0,485_060200,39_065800,2.0,14.0,6.03333333333,6.96666666667,3767292.0,3764730.0,transfer
1.7520176716,0.133333333333,10912.0,10909.0,5.0,485,39.0,485_062000,39_062800,2.0,14.0,6.33333333333,6.46666666667,3767293.0,3764727.0,transfer
1.7520176716,0.3,10912.0,10909.0,5.0,485,39.0,485_062000,39_063800,2.0,14.0,6.33333333333,6.63333333333,3767293.0,3764728.0,transfer
1.7520176716,0.466666666667,10912.0,10909.0,5.0,485,39.0,485_062000,39_064800,2.0,14.0,6.33333333333,6.8,3767293.0,3764729.0,transfer
1.7520176716,0.633333333333,10912.0,10909.0,5.0,485,39.0,485_062000,39_065800,2.0,14.0,6.33333333333,6.96666666667,3767293.0,3764730.0,transfer
1.7520176716,0.8,10912.0,10909.0,5.0,485,39.0,485_062000,39_070800,2.0,14.0,6.33333333333,7.13333333333,3767293.0,3764731.0,transfer
1.7520176716,0.966666666667,10912.0,10909.0,5.0,485,39.0,485_062000,39_071800,2.0,14.0,6.33333333333,7.3,3767293.0,3764732.0,transfer
1.7520176716,0.133333333333,10912.0,10909.0,5.0,485,39.0,485_063000,39_063800,2.0,14.0,6.5,6.63333333333,3767310.0,3764728.0,transfer
1.7520176716,0.3,10912.0,10909.0,5.0,485,39.0,485_063000,39_064800,2.0,14.0,6.5,6.8,3767310.0,3764729.0,transfer
1.7520176716,0.466666666667,10912.0,10909.0,5.0,485,39.0,485_063000,39_065800,2.0,14.0,6.5,6.96666666667,3767310.0,3764730.0,transfer
1.7520176716,0.633333333333,10912.0,10909.0,5.0,485,39.0,485_063000,39_070800,2.0,14.0,6.5,7.13333333333,3767310.0,3764731.0,transfer
1.7520176716,0.8,10912.0,10909.0,5.0,485,39.0,485_063000,39_071800,2.0,14.0,6.5,7.3,3767310.0,3764732.0,transfer
1.7520176716,0.966666666667,10912.0,10909.0,5.0,485,39.0,485_063000,39_072800,2.0,14.0,6.5,7.46666666667,3767310.0,3764733.0,transfer
1.7520176716,0.133333333333,10912.0,10909.0,5.0,485,39.0,485_064000,39_064800,2.0,14.0,6.66666666667,6.8,3767311.0,3764729.0,transfer
1.7520176716,0.3,10912.0,10909.0,5.0,485,39.0,485_064000,39_065800,2.0,14.0,6.66666666667,6.96666666667,3767311.0,3764730.0,transfer
1.7520176716,0.466666666667,10912.0,10909.0,5.0,485,39.0,485_064000,39_070800,2.0,14.0,6.66666666667,7.13333333333,3767311.0,3764731.0,transfer
1.7520176716,0.633333333333,10912.0,10909.0,5.0,485,39.0,485_064000,39_071800,2.0,14.0,6.66666666667,7.3,3767311.0,3764732.0,transfer
1.7520176716,0.8,10912.0,10909.0,5.0,485,39.0,485_064000,39_072800,2.0,14.0,6.66666666667,7.46666666667,3767311.0,3764733.0,transfer
1.7520176716,0.966666666667,10912.0,10909.0,5.0,485,39.0,485_064000,39_073800,2.0,14.0,6.66666666667,7.63333333333,3767311.0,3764734.0,transfer
1.7520176716,0.133333333333,10912.0,10909.0,5.0,485,39.0,485_065000,39_065800,2.0,14.0,6.83333333333,6.96666666667,3767312.0,3764730.0,transfer
1.7520176716,0.3,10912.0,10909.0,5.0,485,39.0,485_065000,39_070800,2.0,14.0,6.83333333333,7.13333333333,3767312.0,3764731.0,transfer
1.7520176716,0.466666666667,10912.0,10909.0,5.0,485,39.0,485_065000,39_071800,2.0,14.0,6.83333333333,7.3,3767312.0,3764732.0,transfer
1.7520176716,0.633333333333,10912.0,10909.0,5.0,485,39.0,485_065000,39_072800,2.0,14.0,6.83333333333,7.46666666667,3767312.0,3764733.0,transfer
1.7520176716,0.8,10912.0,10909.0,5.0,485,39.0,485_065000,39_073800,2.0,14.0,6.83333333333,7.63333333333,3767312.0,3764734.0,transfer
1.7520176716,0.966666666667,10912.0,10909.0,5.0,485,39.0,485_065000,39_074800,2.0,14.0,6.83333333333,7.8,3767312.0,3764735.0,transfer
1.7520176716,0.133333333333,10912.0,10909.0,5.0,485,39.0,485_070000,39_070800,2.0,14.0,7.0,7.13333333333,3767313.0,3764731.0,transfer
1.7520176716,0.3,10912.0,10909.0,5.0,485,39.0,485_070000,39_071800,2.0,14.0,7.0,7.3,3767313.0,3764732.0,transfer
1.7520176716,0.466666666667,10912.0,10909.0,5.0,485,39.0,485_070000,39_072800,2.0,14.0,7.0,7.46666666667,3767313.0,3764733.0,transfer
1.7520176716,0.633333333333,10912.0,10909.0,5.0,485,39.0,485_070000,39_073800,2.0,14.0,7.0,7.63333333333,3767313.0,3764734.0,transfer
1.7520176716,0.8,10912.0,10909.0,5.0,485,39.0,485_070000,39_074800,2.0,14.0,7.0,7.8,3767313.0,3764735.0,transfer
1.7520176716,0.966666666667,10912.0,10909.0,5.0,485,39.0,485_070000,39_075800,2.0,14.0,7.0,7.96666666667,3767313.0,3764736.0,transfer
1.7520176716,0.133333333333,10912.0,10909.0,5.0,485,39.0,485_071000,39_071800,2.0,14.0,7.16666666667,7.3,3767314.0,3764732.0,transfer
1.7520176716,0.3,10912.0,10909.0,5.0,485,39.0,485_071000,39_072800,2.0,14.0,7.16666666667,7.46666666667,3767314.0,3764733.0,transfer
1.7520176716,0.466666666667,10912.0,10909.0,5.0,485,39.0,485_071000,39_073800,2.0,14.0,7.16666666667,7.63333333333,3767314.0,3764734.0,transfer
1.7520176716,0.633333333333,10912.0,10909.0,5.0,485,39.0,485_071000,39_074800,2.0,14.0,7.16666666667,7.8,3767314.0,3764735.0,transfer
1.7520176716,0.8,10912.0,10909.0,5.0,485,39.0,485_071000,39_075800,2.0,14.0,7.16666666667,7.96666666667,3767314.0,3764736.0,transfer
1.7520176716,0.966666666667,10912.0,10909.0,5.0,485,39.0,485_071000,39_080800,2.0,14.0,7.16666666667,8.13333333333,3767314.0,3764737.0,transfer
1.7520176716,0.133333333333,10912.0,10909.0,5.0,485,39.0,485_072000,39_072800,2.0,14.0,7.33333333333,7.46666666667,3767315.0,3764733.0,transfer
1.7520176716,0.3,10912.0,10909.0,5.0,485,39.0,485_072000,39_073800,2.0,14.0,7.33333333333,7.63333333333,3767315.0,3764734.0,transfer
1.7520176716,0.466666666667,10912.0,10909.0,5.0,485,39.0,485_072000,39_074800,2.0,14.0,7.33333333333,7.8,3767315.0,3764735.0,transfer
1.7520176716,0.633333333333,10912.0,10909.0,5.0,485,39.0,485_072000,39_075800,2.0,14.0,7.33333333333,7.96666666667,3767315.0,3764736.0,transfer
1.7520176716,0.8,10912.0,10909.0,5.0,485,39.0,485_072000,39_080800,2.0,14.0,7.33333333333,8.13333333333,3767315.0,3764737.0,transfer
1.7520176716,0.966666666667,10912.0,10909.0,5.0,485,39.0,485_072000,39_081800,2.0,14.0,7.33333333333,8.3,3767315.0,3764738.0,transfer
1.7520176716,0.133333333333,10912.0,10909.0,5.0,485,39.0,485_073000,39_073800,2.0,14.0,7.5,7.63333333333,3767316.0,3764734.0,transfer
1.7520176716,0.3,10912.0,10909.0,5.0,485,39.0,485_073000,39_074800,2.0,14.0,7.5,7.8,3767316.0,3764735.0,transfer
1.7520176716,0.466666666667,10912.0,10909.0,5.0,485,39.0,485_073000,39_075800,2.0,14.0,7.5,7.96666666667,3767316.0,3764736.0,transfer
